"ComplaintID","CDisputed.fctr","CDisputed.fctr.MFO...myMFO_classfr.prob","CDisputed.fctr.MFO...myMFO_classfr","CDisputed.fctr.MFO...myMFO_classfr.err","CDisputed.fctr.MFO...myMFO_classfr.err.abs","CDisputed.fctr.MFO...myMFO_classfr.is.acc"
947849,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
957249,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
951527,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
968052,"Y",0.262295081967213,"N",TRUE,0.737704918032787,FALSE
953852,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
969674,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
975049,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
998319,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
971723,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1001683,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1008763,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1009853,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1011556,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1018821,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1044805,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1044033,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1055136,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1055725,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1041283,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1050179,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1055722,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1050514,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1073908,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1081557,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1124192,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1119968,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1098794,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1092636,"Y",0.262295081967213,"N",TRUE,0.737704918032787,FALSE
1099214,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1122025,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1114386,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1143267,"Y",0.262295081967213,"N",TRUE,0.737704918032787,FALSE
1103989,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1144408,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1100726,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1127866,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1145737,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1137635,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1138530,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1138937,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1154285,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1156646,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1150403,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1165644,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1180759,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1187750,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1187981,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1195643,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1183093,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1183819,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1194119,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1204649,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1212781,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1206626,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1245095,"Y",0.262295081967213,"N",TRUE,0.737704918032787,FALSE
1209458,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1232204,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1211873,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1219282,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1262755,"Y",0.262295081967213,"N",TRUE,0.737704918032787,FALSE
1241032,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1241148,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
1241295,"N",0.262295081967213,"N",FALSE,0.262295081967213,TRUE
