"ComplaintID","CDisputed.fctr","CDisputed.fctr.Max.cor.Y..rcv.rpart.prob","CDisputed.fctr.Max.cor.Y..rcv.rpart","CDisputed.fctr.Max.cor.Y..rcv.rpart.err","CDisputed.fctr.Max.cor.Y..rcv.rpart.err.abs","CDisputed.fctr.Max.cor.Y..rcv.rpart.is.acc"
469210,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
469979,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
470418,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
470471,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
482552,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
465943,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
489429,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
467777,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
489621,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
499790,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
468065,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
500706,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
501275,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
473092,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
486373,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
473392,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
474588,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
509259,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
487575,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
516391,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
501876,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
510361,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
510642,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
531238,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
525594,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
518847,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
497170,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
512647,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
524587,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
504339,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
527527,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
504974,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
528113,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
505378,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
528179,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
514111,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
514495,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
558386,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
514765,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
501729,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
529313,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
550627,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
543641,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
551767,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
551739,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
560355,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
560410,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
523436,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
552694,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
546221,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
546384,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
539516,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
546693,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
576035,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
561405,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
576540,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
590570,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
570034,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
591484,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
577575,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
563074,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
583985,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
556108,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
585874,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
570710,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
571230,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
601462,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
600846,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
608309,"N",0.216921419433035,"N",FALSE,0.216921419433035,TRUE
